keytermId,courseId,keyterm,page,chapterId,sectionId,wikipedia_term,definition,wiki_url
320535,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hydrograph,0,0,0,,An instrument that provides a continuous trace of relative humidity with time.,
10467,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hydrologic cycle,24,1,4,hydrologic_cycle,"The water cycle, also known as the hydrological cycle or the H2O cycle, describes the continuous movement of water on, above and below the surface of the Earth. The mass of water on Earth remains fairly constant over time but the partitioning of the water into the major reservoirs of ice, fresh water, saline water and atmospheric water is variable depending on a wide range of climatic variables. The water moves from one reservoir to another, such as from river to ocean, or from the ocean to the atmosphere, by the physical processes of evaporation, condensation, precipitation, infiltration, surface runoff, and subsurface flow. In doing so, the water goes through different phases: liquid, solid (ice) and vapor.",https://en.wikipedia.org/wiki/Water_cycle
320536,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hygrometer,0,0,0,,"An instrument designed to measure the air's water vapor content. The sensing part of the instrument can be hair (hair hygrometer), a plate coated with carbon (electrical hygrometer), or an infrared sensor (infrared hygrometer).",
30210,c86c8c8d-dca6-41cd-a010-a83e40d93e75,hypothermia,81,3,2,hypothermia,The deterioration in one's mental and physical condition brought on by a rapid lowering of human body temperature.,https://en.wikipedia.org/wiki/Hypothermia
150204,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Ice Age,434,15,2,Ice_Age,,https://en.wikipedia.org/wiki/Ice_age
320537,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ice cap climate,0,0,0,,"A climate that has no monthly means above freezing and supports no vegetative cover except in a few scattered high mountain areas. This climate, with its perpetual ice and snow, is confined largely to the ice sheets of Greenland and Antarctica.",
320538,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ice fog,0,0,0,,A type of fog composed of tiny suspended ice particles that forms at very low temperatures.,
60304,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ice jam flooding,167,6,3,ice_jam_flooding,"An accumulation of broken river ice caught in a narrow channel.Ice jams during freeze-up are quite porous, whereas breakup jams may comprise solid flows, frequently producing local floods during a spring breakup.",http://glossary.ametsoc.org/wiki/Ice_jam
320539,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ice nuclei ,0,0,0,,Particles that act as nuclei for the formation of ice crystals in the atmosphere.,
320540,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ice pellets ,0,0,0,,See Sleet,
60246,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ice storm,157,6,2,ice_storm,"A storm characterized by a fall of freezing liquid precipitation.The attendant formation of glaze on terrestrial objects creates many hazards.",https://en.wikipedia.org/wiki/Ice_storm
60116,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ice-crystal process,147,6,1,ice-crystal_process,"(Commonly called the ice process of precipitation, and formerly, ice- crystal theory; also Bergeron–Findeisen–Wegener process or theory, and with the names in a different order.) A theoretical explanation of the process by which precipitation particles may form within a mixed cloud (composed of both ice crystals and liquid water drops).",http://glossary.ametsoc.org/wiki/Bergeron-findeisen_process
80143,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Icelandic low,211,8,1,Icelandic_low,,https://en.wikipedia.org/wiki/Icelandic_Low
320541,c86c8c8d-dca6-41cd-a010-a83e40d93e75,indian summer,0,0,0,,An unseasonably warm spell with clear skies near the middle of autumn. Usually follows a substantial period of cool weather.,
20137,c86c8c8d-dca6-41cd-a010-a83e40d93e75,infrared,44,2,1,infrared_(IR)_radiation,Electromagnetic radiation with wavelengths between about 0.7 and 1000 µm. This radiation is longer than visible radiation but shorter than microwave radiation.,https://en.wikipedia.org/wiki/Infrared_detector
320045,c86c8c8d-dca6-41cd-a010-a83e40d93e75,infrared (IR) radiation,44,2,1,infrared_(IR)_radiation,,https://en.wikipedia.org/wiki/Infrared_detector
320542,c86c8c8d-dca6-41cd-a010-a83e40d93e75,infrared radiation ,0,0,0,,,
320543,c86c8c8d-dca6-41cd-a010-a83e40d93e75,insolation,0,0,0,,The incoming solar radiation that reaches the earth and the atmosphere.,
150207,c86c8c8d-dca6-41cd-a010-a83e40d93e75,interglacial period,435,15,2,interglacial_period,,https://en.wikipedia.org/wiki/Interglacial
80119,c86c8c8d-dca6-41cd-a010-a83e40d93e75,intertropical convergence zone,210,8,1,intertropical_convergence_zone,The boundary zone separating the northeast trade winds of the Northern Hemisphere from the southeast trade winds of the Southern Hemisphere.,https://en.wikipedia.org/wiki/Intertropical_Convergence_Zone
10416,c86c8c8d-dca6-41cd-a010-a83e40d93e75,inversion,14,1,4,temperature_inversion,An increase in air temperature with height.,https://en.wikipedia.org/wiki/Inversion_(meteorology)
320544,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ion,0,0,0,,"An electrically charged atom, molecule, or particle.",
320545,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ionosphere,0,0,0,,An electrified region of the upper atmosphere where fairly large concentrations of ions and free electrons exist.,
320546,c86c8c8d-dca6-41cd-a010-a83e40d93e75,iridescence ,0,0,0,,"Brilliant spots or borders of colors, most often red and green, observed in clouds up to about 30º from the sun.",
320547,c86c8c8d-dca6-41cd-a010-a83e40d93e75,isobar,0,0,0,,,
70216,c86c8c8d-dca6-41cd-a010-a83e40d93e75,isobaric chart,180,7,2,isobaric_chart,A weather map or chart displaying meteorological data on a constant-pressure surface.,http://glossary.ametsoc.org/wiki/Isobaric_chart
70207,c86c8c8d-dca6-41cd-a010-a83e40d93e75,isobars,179,7,2,isobars,"A line of equal or constant pressure; an isopleth of pressure. In meteorology, it most often refers to a line drawn through all points of equal atmospheric pressure along a given reference surface, such as a constant-height surface (notably mean sea level on surface charts), an isentropic surface, the vertical plane of a synoptic cross section, etc. The pattern of isobars has always been a main feature of surface-chart analysis. Isobars are usually drawn at intervals of one millibar or more, depending on the scale needed to identify or illustrate a specific meteorological pattern.",http://glossary.ametsoc.org/wiki/Isobar
320548,c86c8c8d-dca6-41cd-a010-a83e40d93e75,isotach,0,0,0,,A line connecting points of equal wind speed.,
320549,c86c8c8d-dca6-41cd-a010-a83e40d93e75,isotherm,0,0,0,,,
30125,c86c8c8d-dca6-41cd-a010-a83e40d93e75,isotherms,75,3,1,isotherms,A line connecting points of equal wind temperature.,https://en.wikipedia.org/wiki/Contour_line
80122,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ITCZ,210,8,1,intertropical_convergence_zone,The boundary zone separating the northeast trade winds of the Northern Hemisphere from the southeast trade winds of the Southern Hemisphere.,https://en.wikipedia.org/wiki/Intertropical_Convergence_Zone
320550,c86c8c8d-dca6-41cd-a010-a83e40d93e75,january thaw,0,0,0,,A period of relatively mild weather around January 20 to 23 that occurs primarily in New England; an example of a singularity in the climatic record.,
100322,c86c8c8d-dca6-41cd-a010-a83e40d93e75,jet streak,279,10,3,jet_streak,,https://en.wikipedia.org/wiki/Extratropical_cyclone
320551,c86c8c8d-dca6-41cd-a010-a83e40d93e75,jet stream ,0,0,0,,,
80201,c86c8c8d-dca6-41cd-a010-a83e40d93e75,jet streams,215,8,2,jet_streams,Relatively strong winds concentrated within a narrow band in the atmosphere.,https://en.wikipedia.org/wiki/Jet_stream
80328,c86c8c8d-dca6-41cd-a010-a83e40d93e75,katabatic,226,8,3,katabatic,,https://en.wikipedia.org/wiki/Katabasis
80325,c86c8c8d-dca6-41cd-a010-a83e40d93e75,katabatic wind,226,8,3,katabatic_wind,Any wind blowing downslope. Usually cold.,https://en.wikipedia.org/wiki/Katabatic_wind
10407,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Kelvin,14,1,4,Kelvin,"The kelvin is a unit of measure for temperature based upon an absolute scale. It is one of the seven base units in the International System of Units (SI) and is assigned the unit symbol K. The Kelvin scale is an absolute, thermodynamic temperature scale using as its null point absolute zero, the temperature at which all thermal motion ceases in the classical description of thermodynamics. ",https://en.wikipedia.org/wiki/Kelvin
20101,c86c8c8d-dca6-41cd-a010-a83e40d93e75,kinetic energy,36,2,1,kinetic_energy,Energy that a body possesses by virtue of being in motion.,https://en.wikipedia.org/wiki/Kinetic_energy
140513,c86c8c8d-dca6-41cd-a010-a83e40d93e75,La Ni?¬±a,420,14,5,La_Ni?¬±a,,
320404,c86c8c8d-dca6-41cd-a010-a83e40d93e75,La Ni?Â¬Â±a,420,14,5,La_Ni?Â¬Â±a,,
140514,c86c8c8d-dca6-41cd-a010-a83e40d93e75,La Nina,420,14,5,La_Nina,,https://en.wikipedia.org/wiki/La_Ni%C3%B1a
80307,c86c8c8d-dca6-41cd-a010-a83e40d93e75,lake breeze,223,8,3,lake_breeze,A wind blowing onshore from the surface of a lake.,https://en.wikipedia.org/wiki/Sea_breeze
320552,c86c8c8d-dca6-41cd-a010-a83e40d93e75,lake effect,0,0,0,,"Localized snowstorms that form on the downwind side of a lake. Such storms are common in late fall and early winter near the Great Lakes as cold, dry air picks up moisture and warmth from the unfrozen bodies of water.",
80310,c86c8c8d-dca6-41cd-a010-a83e40d93e75,land breeze,223,8,3,land_breeze,"A coastal breeze that blows from land to sea, usually at night.",https://en.wikipedia.org/wiki/Sea_breeze
120616,c86c8c8d-dca6-41cd-a010-a83e40d93e75,landspouts,352,12,6,landspouts,,https://en.wikipedia.org/wiki/Landspout
10410,c86c8c8d-dca6-41cd-a010-a83e40d93e75,lapse rate,14,1,4,lapse_rate,The rate at which an atmospheric variable (usually temperature) decreases with height. (See Environmental lapse rate.),https://en.wikipedia.org/wiki/Lapse_rate
20104,c86c8c8d-dca6-41cd-a010-a83e40d93e75,latent heat,36,2,1,latent_heat,"The heat that is either released or absorbed by a unit mass of a substance when it undergoes a change of state, such as during evaporation, condensation, or sublimation.",https://en.wikipedia.org/wiki/Latent_heat
100204,c86c8c8d-dca6-41cd-a010-a83e40d93e75,lee-side low,273,10,2,lee-side_low,,https://en.wikipedia.org/wiki/Typhoon_Sarah_(1989)
40376,c86c8c8d-dca6-41cd-a010-a83e40d93e75,lenticular,112,4,3,lenticular,A cloud in the shape of a lens.,https://en.wikipedia.org/wiki/Lenticular
320553,c86c8c8d-dca6-41cd-a010-a83e40d93e75,lenticular cloud,0,0,0,,,
40364,c86c8c8d-dca6-41cd-a010-a83e40d93e75,lenticular clouds,112,4,3,lenticular_clouds,A cloud in the shape of a lens.,https://en.wikipedia.org/wiki/Lenticular_cloud
320444,c86c8c8d-dca6-41cd-a010-a83e40d93e75,lenticularis,0,0,0,,A lens-shaped altocumulus cloud; a mountain-wave cloud generated by the disturbance of horizontal airflow caused by a prominent mountain range.,
110201,c86c8c8d-dca6-41cd-a010-a83e40d93e75,lightning,320,11,2,lightning,A visible electrical discharge produced by thunderstorms.,https://en.wikipedia.org/wiki/Lightning
150301,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Little Ice Age,437,15,3,Little_Ice_Age,,https://en.wikipedia.org/wiki/Little_Ice_Age
140346,c86c8c8d-dca6-41cd-a010-a83e40d93e75,long-range forecast,410,14,3,long-range_forecast,,https://en.wikipedia.org/wiki/Hurricane_Danielle_(2004)
100310,c86c8c8d-dca6-41cd-a010-a83e40d93e75,longwave,277,10,3,longwave,,https://en.wikipedia.org/wiki/Longwave
20140,c86c8c8d-dca6-41cd-a010-a83e40d93e75,longwave radiation,44,2,1,longwave_radiation,A term most often used to describe the infrared energy emitted by the earth and the atmosphere.,https://en.wikipedia.org/wiki/Longwave (disambiguation)
80210,c86c8c8d-dca6-41cd-a010-a83e40d93e75,low level jet,218,8,2,low_level_jet_stream,,https://en.wikipedia.org/wiki/Pyrocumulus_cloud
320554,c86c8c8d-dca6-41cd-a010-a83e40d93e75,m,0,0,0,,,
320555,c86c8c8d-dca6-41cd-a010-a83e40d93e75,magnetosphere,0,0,0,,The region around the earth in which the earth's magnetic field plays a dominant part in controlling the physical processes that take place.,
40379,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mammatus,112,4,3,mammatus,Clouds that look like pouches hanging from the underside of a cloud.,https://en.wikipedia.org/wiki/Mammatus_cloud
40367,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mammatus clouds,112,4,3,mammatus_clouds,Clouds that look like pouches hanging from the underside of a cloud.,https://en.wikipedia.org/wiki/Mammatus_cloud
320556,c86c8c8d-dca6-41cd-a010-a83e40d93e75,marine climate,0,0,0,,"A climate dominated by the ocean, because of the moderating effect of water, sites having this climate are considered relatively mild.",
320557,c86c8c8d-dca6-41cd-a010-a83e40d93e75,maritime air mass,0,0,0,,An air mass that originates over the ocean. These air masses are relatively humid.,
90113,c86c8c8d-dca6-41cd-a010-a83e40d93e75,maritime polar,244,9,1,maritime_polar,"Cool, humid air mass that forms over the cold ocean waters of the North Pacific and North Atlantic.",https://en.wikipedia.org/wiki/Spatial_Synoptic_Classification_system
90119,c86c8c8d-dca6-41cd-a010-a83e40d93e75,maritime tropical,245,9,1,maritime_tropical,"Warm, humid air mass that forms over tropical and subtropical oceans.",https://en.wikipedia.org/wiki/Spatial_Synoptic_Classification_system
100101,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mature cyclone,270,10,1,mature_cyclone,,https://en.wikipedia.org/wiki/Cyclone_Megh
110116,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mature stage,300,11,1,mature_stage,,https://en.wikipedia.org/wiki/Cumulonimbus_incus
150331,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Maunder minimum,444,15,3,Maunder_minimum,,https://en.wikipedia.org/wiki/Maunder_Minimum
110164,c86c8c8d-dca6-41cd-a010-a83e40d93e75,MCC,310,11,1,MCC,,https://en.wikipedia.org/wiki/MCC
320558,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mean annual temperature,0,0,0,,The average temperature at any given location for the entire year.,
30119,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mean daily temperature,73,3,1,mean_daily_temperature,,https://en.wikipedia.org/wiki/Kahnuj
140349,c86c8c8d-dca6-41cd-a010-a83e40d93e75,medium-range forecast,410,14,3,medium-range_forecast,,https://en.wikipedia.org/wiki/Global_Forecast_System
70413,c86c8c8d-dca6-41cd-a010-a83e40d93e75,meridional flow,191,7,4,meridional_flow,A type of atmospheric circulation pattern in which the meridional (north and south) component of motion is unusually pronounced.,https://en.wikipedia.org/wiki/Meridional_flow
110173,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mesocyclone,312,11,1,mesocyclone,,https://en.wikipedia.org/wiki/Mesocyclone
320559,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mesoscale,0,0,0,,"The scale of meteorological phenomena that ranges in size from a few km to about 100 km. It includes local winds, thunderstorms, and tornadoes.",
110167,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Mesoscale Convective Complex,310,11,1,Mesoscale_Convective_Complex,,https://en.wikipedia.org/wiki/Mesoscale_convective_complex
110161,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mesoscale convective vortex,308,11,1,mesoscale_convective_vortex,,https://en.wikipedia.org/wiki/Mesoscale_convective_vortex
10431,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mesosphere,16,1,4,mesosphere,The atmospheric layer between the stratosphere and the thermosphere. Located at an average elevation between 50 and 80 km above the earth's surface.,https://en.wikipedia.org/wiki/Mesosphere
140204,c86c8c8d-dca6-41cd-a010-a83e40d93e75,meteogram,402,14,2,meteogram,,https://en.wikipedia.org/wiki/Meteogram
320560,c86c8c8d-dca6-41cd-a010-a83e40d93e75,meteorology,0,0,0,,"The study of the atmosphere and atmospheric phenomena as well as the atmosphere's interaction with the earth's surface, oceans, and life in general.",
110140,c86c8c8d-dca6-41cd-a010-a83e40d93e75,microburst,303,11,1,microburst,A strong localized downdraft less than 4 km wide that occurs beneath severe thunderstorms. A strong downdraft greater than 4 km across is called a downburst.,https://en.wikipedia.org/wiki/Microburst
320561,c86c8c8d-dca6-41cd-a010-a83e40d93e75,microclimate,0,0,0,,The climate structure of the air space near the surface of the earth.,
20128,c86c8c8d-dca6-41cd-a010-a83e40d93e75,micrometer,41,2,1,Micrometre,"The micrometer, also commonly known as a micron, is an SI derived unit of length equaling one millionth of a meter.",https://en.wikipedia.org/wiki/Micrometre
320562,c86c8c8d-dca6-41cd-a010-a83e40d93e75,microscale,0,0,0,,The smallest scale of atmospheric motions.,
150210,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mid-Holocene maximum,435,15,2,mid-Holocene_maximum,,
70228,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mid-latitude cyclonic storm,182,7,2,mid-latitude_cyclonic_storm,"Any cyclonic-scale storm that is not a tropical cyclone, usually referring only to the migratory frontal cyclones of middle and high latitudes.",http://glossary.ametsoc.org/wiki/Extratropical_cyclone
10504,c86c8c8d-dca6-41cd-a010-a83e40d93e75,middle-latitude cyclonic storms,28,1,5,Extratropical_cyclone,"Extratropical cyclones, sometimes called mid-latitude cyclones or wave cyclones, are low-pressure areas, which along with the anticyclones of high-pressure areas, drive the weather over much of the Earth. ",https://en.wikipedia.org/wiki/Extratropical_cyclone
150322,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Milankovitch,441,15,3,Milankovitch,,https://en.wikipedia.org/wiki/Milutin_Milankovi%C4%87
320563,c86c8c8d-dca6-41cd-a010-a83e40d93e75,millibar,0,0,0,,A unit for expressing atmospheric pressure. Sea level pressure is normally close to 1013 mb.,
320564,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mirage,0,0,0,,"A refraction phenomenon that makes an object appear to be displaced from its true position. When an object appears higher than it actually is, it is called a superior image. When an object appears lower than it actually is, it is an inferior mirage.",
320565,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mist ,0,0,0,,Very thin fog in which visibility is greater than 1.0 km (0.62 mi).,
320566,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mistral,0,0,0,,A katabatic wind that flows from the Alps down the Rhone River Valley of France to the Mediterranean coast.,
320567,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mixing ratio,0,0,0,,The ratio of the mass of water vapor in a given volume of air to the mass of dry air.,
50119,c86c8c8d-dca6-41cd-a010-a83e40d93e75,moist adiabatic,123,5,1,moist_adiabatic,The rate of change of temperature in a rising or descending saturated air parcel. The rate of cooling or warming varies but a common value of 6ºC per 1000 m (3.3ºF per 1000 ft) is used.,https://en.wikipedia.org/wiki/Lapse_rate
50113,c86c8c8d-dca6-41cd-a010-a83e40d93e75,moist adiabatic rate,123,5,1,moist_adiabatic_rate,The rate of change of temperature in a rising or descending saturated air parcel. The rate of cooling or warming varies but a common value of 6ºC per 1000 m (3.3ºF per 1000 ft) is used.,https://en.wikipedia.org/wiki/Chinook_wind
320568,c86c8c8d-dca6-41cd-a010-a83e40d93e75,molecular viscosity,0,0,0,,"The small-scale internal fluid friction that is due to the random motion of the molecules within a smooth-flowing fluid, such as air.",
80304,c86c8c8d-dca6-41cd-a010-a83e40d93e75,monsoon,219,8,3,monsoon,,https://en.wikipedia.org/wiki/Monsoon
80301,c86c8c8d-dca6-41cd-a010-a83e40d93e75,monsoon wind system,219,8,3,monsoon_wind_system,,https://en.wikipedia.org/wiki/Eudoxus_of_Cyzicus
320569,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mountain and valley breeze,0,0,0,,,
80316,c86c8c8d-dca6-41cd-a010-a83e40d93e75,mountain breeze,224,8,3,mountain_breeze,A local wind system of a mountain valley that blows downhill (mountain breeze) at night and uphill (valley breeze) during the day.,https://en.wikipedia.org/wiki/List_of_citrus_soft_drinks
120301,c86c8c8d-dca6-41cd-a010-a83e40d93e75,multi-vortex tornado,340,12,3,multi-vortex_tornado,,https://en.wikipedia.org/wiki/Multiple-vortex_tornado
110122,c86c8c8d-dca6-41cd-a010-a83e40d93e75,multicell thunderstorm,301,11,1,multicell_thunderstorm,,
320570,c86c8c8d-dca6-41cd-a010-a83e40d93e75,nacreous ,0,0,0,,"Clouds of unknown composition that have a soft, pearly luster and that form at altitudes about 25 to 30 km above the earth's surface. They are also called mother-of-pearl clouds.",
140525,c86c8c8d-dca6-41cd-a010-a83e40d93e75,NAO,424,14,5,NAO,,https://en.wikipedia.org/wiki/Sodium_oxide
150313,c86c8c8d-dca6-41cd-a010-a83e40d93e75,negative feedback mechanism,440,15,3,negative_feedback_mechanism,,https://en.wikipedia.org/wiki/Downregulation_and_upregulation
50216,c86c8c8d-dca6-41cd-a010-a83e40d93e75,neutral,126,5,2,neutral,A condition of a system for which a small perturbation of a parcel of the system causes it to neither depart from its new position nor return to its previous one.,http://glossary.ametsoc.org/wiki/Neutral_stability
50210,c86c8c8d-dca6-41cd-a010-a83e40d93e75,neutral stability,126,5,2,neutral_stability,A condition of a system for which a small perturbation of a parcel of the system causes it to neither depart from its new position nor return to its previous one.,http://glossary.ametsoc.org/wiki/Neutral_stability
120704,c86c8c8d-dca6-41cd-a010-a83e40d93e75,NEXRAD,354,12,7,NEXRAD,,https://en.wikipedia.org/wiki/NEXRAD
40337,c86c8c8d-dca6-41cd-a010-a83e40d93e75,nimbostratus,106,4,3,nimbostratus,"A dark, gray cloud characterized by more or less continuously falling precipitation. It is not accompanied by lightning, thunder, or hail.",https://en.wikipedia.org/wiki/Nimbostratus_cloud
40325,c86c8c8d-dca6-41cd-a010-a83e40d93e75,nimbostratus clouds,106,4,3,nimbostratus_clouds,"A dark, gray cloud characterized by more or less continuously falling precipitation. It is not accompanied by lightning, thunder, or hail.",https://en.wikipedia.org/wiki/Nimbostratus_cloud
320571,c86c8c8d-dca6-41cd-a010-a83e40d93e75,noctilucent clouds,0,0,0,,"Wavy, thin, bluish-white clouds that are best seen at twilight in polar latitudes. They form at altitudes about 80 to 90 km above the surface.",
320572,c86c8c8d-dca6-41cd-a010-a83e40d93e75,nocturnal inversion,0,0,0,,See Radiation inversion.,
120610,c86c8c8d-dca6-41cd-a010-a83e40d93e75,nonsupercell tornadoes,350,12,6,nonsupercell_tornadoes,,
140528,c86c8c8d-dca6-41cd-a010-a83e40d93e75,North Atlantic Oscillation,424,14,5,North_Atlantic_Oscillation,,https://en.wikipedia.org/wiki/North_Atlantic_oscillation
100207,c86c8c8d-dca6-41cd-a010-a83e40d93e75,northeasters,273,10,2,northeasters,,https://en.wikipedia.org/wiki/Northeaster_(painting)
140307,c86c8c8d-dca6-41cd-a010-a83e40d93e75,numerical weather prediction,404,14,3,numerical_weather_prediction,,https://en.wikipedia.org/wiki/Numerical_weather_prediction
150325,c86c8c8d-dca6-41cd-a010-a83e40d93e75,obliquity,442,15,3,obliquity,,https://en.wikipedia.org/wiki/Axial_tilt
90231,c86c8c8d-dca6-41cd-a010-a83e40d93e75,occluded fronts,261,9,2,occluded_fronts,,https://en.wikipedia.org/wiki/Weather_front
90234,c86c8c8d-dca6-41cd-a010-a83e40d93e75,occlusion,261,9,2,occlusion,,https://en.wikipedia.org/wiki/Occlusion
320573,c86c8c8d-dca6-41cd-a010-a83e40d93e75,offshore breeze,0,0,0,,A breeze that blows from the land out over the water. Opposite of an onshore breeze.,
320574,c86c8c8d-dca6-41cd-a010-a83e40d93e75,onshore breeze,0,0,0,,A breeze that blows from the water onto the land. Opposite of an offshore breeze.,
110107,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ordinary thunderstorm,298,11,1,ordinary_thunderstorm,,https://en.wikipedia.org/wiki/Ordinary_Thunderstorms
320575,c86c8c8d-dca6-41cd-a010-a83e40d93e75,orographic precipitation ,0,0,0,,"Rainfall or snowfall from clouds, induced by topographic uplift.",
50307,c86c8c8d-dca6-41cd-a010-a83e40d93e75,orographic uplift,135,5,3,orographic_uplift,The lifting of air over a topographic barrier. Clouds that form in this lifting process are called orographic clouds.,https://en.wikipedia.org/wiki/Orographic_lift
110143,c86c8c8d-dca6-41cd-a010-a83e40d93e75,outflow boundary,303,11,1,outflow_boundary,,https://en.wikipedia.org/wiki/Outflow_boundary
90225,c86c8c8d-dca6-41cd-a010-a83e40d93e75,overrunning,258,9,2,overrunning,,https://en.wikipedia.org/wiki/Freewheel
110125,c86c8c8d-dca6-41cd-a010-a83e40d93e75,overshooting top,301,11,1,overshooting_top,,https://en.wikipedia.org/wiki/Overshooting_top
10310,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ozone,11,1,3,ozone,"Ozone  is an inorganic molecule with the chemical formula O<sub>3</sub>. It is a pale blue gas with a distinctively pungent smell. Ozone is formed from dioxygen by the action of ultraviolet light and also atmospheric electrical discharges, and is present in low concentrations throughout the Earth's atmosphere (stratosphere). In total, ozone makes up only 0.6 ppm of the atmosphere.",https://en.wikipedia.org/wiki/Ozone
10313,c86c8c8d-dca6-41cd-a010-a83e40d93e75,ozone hole,11,1,3,ozone_hole,"Ozone depletion describes two distinct but related phenomena observed since the late 1970s: a steady decline of about four percent in the total amount of ozone in Earth's stratosphere (the ozone layer), and a much larger springtime decrease in stratospheric ozone around Earth's polar regions. The latter phenomenon is referred to as the ozone hole. ",https://en.wikipedia.org/wiki/Ozone_depletion
90116,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Pacific air,244,9,1,Pacific_air,,https://en.wikipedia.org/wiki/Pacific_Air
140516,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Pacific Decadal Oscillation (PDO),423,14,5,Pacific_Decadal_Oscillation_(PDO),,https://en.wikipedia.org/wiki/Climatology
80146,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Pacific high,211,8,1,Pacific_high,,https://en.wikipedia.org/wiki/South_Pacific_High
60316,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Palmer,170,6,3,Palmer,Compares the actual amount of precipitation received in an area during a specified period with the normal or average amount expected during that same period.,https://en.wikipedia.org/wiki/Palmer_drought_index
60313,c86c8c8d-dca6-41cd-a010-a83e40d93e75,Palmer Drought Severity Index,170,6,3,Palmer_Drought_Severity_Index,Compares the actual amount of precipitation received in an area during a specified period with the normal or average amount expected during that same period.,https://en.wikipedia.org/wiki/Palmer_drought_index
50101,c86c8c8d-dca6-41cd-a010-a83e40d93e75,parcel of air,122,5,1,parcel_of_air,"A very small amount of air, identifiable throughout its dynamic history while moving within the atmosphere.",https://en.wikipedia.org/wiki/Fluid_parcel
140322,c86c8c8d-dca6-41cd-a010-a83e40d93e75,pattern recognition,408,14,3,pattern_recognition,,https://en.wikipedia.org/wiki/Pattern_recognition
140519,c86c8c8d-dca6-41cd-a010-a83e40d93e75,PDO,423,14,5,PDO,,https://en.wikipedia.org/wiki/PDO
320576,c86c8c8d-dca6-41cd-a010-a83e40d93e75,permafrost,0,0,0,,A layer of soil beneath the earth's surface that remains frozen throughout the year.,
140325,c86c8c8d-dca6-41cd-a010-a83e40d93e75,persistence forecast,408,14,3,persistence_forecast,,https://en.wikipedia.org/wiki/Forecast_verification
320577,c86c8c8d-dca6-41cd-a010-a83e40d93e75,photodissociation,0,0,0,,The splitting of a molecule by a photon.,
20131,c86c8c8d-dca6-41cd-a010-a83e40d93e75,photon,41,2,1,photons,A discrete quantity of energy that can be thought of as a packet of electromagnetic radiation traveling at the speed of light.,https://en.wikipedia.org/wiki/Photon
320043,c86c8c8d-dca6-41cd-a010-a83e40d93e75,photons,41,2,1,photons,,https://en.wikipedia.org/wiki/Photon
40382,c86c8c8d-dca6-41cd-a010-a83e40d93e75,pileus,112,4,3,pileus,"A smooth cloud in the form of a cap. Occurs above, or is attached to, the top of a cumuliform cloud.",https://en.wikipedia.org/wiki/Pileus
320578,c86c8c8d-dca6-41cd-a010-a83e40d93e75,pileus cloud,0,0,0,,,
40370,c86c8c8d-dca6-41cd-a010-a83e40d93e75,pileus clouds,112,4,3,pileus_clouds,"Also called scarf cloud or cap cloud, is a small, horizontal, lenticular cloud that can appear above a cumulus or cumulonimbus cloud, giving the parent cloud a characteristic ""hoodlike"" appearance.",https://en.wikipedia.org/wiki/Pileus_(meteorology)
